"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Nigeria","NGA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","School enrollment, secondary (% gross)","SE.SEC.ENRR","","","","","","","","","","","4.47895002365112","4.84703016281128","5.39129018783569","6.01967000961304","","","","7.78704977035522","9.1794900894165","11.1410799026489","13.870659828186","17.2738208770752","21.0725994110107","25.0670204162598","28.75705909729","29.1342906951904","26.9905109405518","26.8306694030762","","23.6370792388916","23.9810009002686","","","","","","","","","22.8324108123779","23.9613494873047","26.3999805450439","28.8738098144531","","33.9481201171875","33.7729187011719","33.1262817382812","30.4232006072998","33.6112785339355","37.1381416320801","41.7837982177734","43.0239906311035","44.4557914733887","52.7967300415039","42.7821502685547","43.8246917724609","39.3068084716797","","40.4885292053223","","44.1220893859863","45.444938659668","","46.8931503295898","",
"Nigeria","NGA","Pupil-teacher ratio, secondary","SE.SEC.ENRL.TC.ZS","","","","","","","","","","","21.23169","","23.00061","","","","","44.69118","37.79049","38.41701","41.90828","44.84531","28.78324","32.33508","31.2264","36.15916","28.45799","","","21.63038","22.10538","","","","","","","","","29.79998","30.88668","32.71757","31.44496","","40.6197","40.16487","31.85068","28.44015","22.34335","","23.19708","","","","","","","","","","","","","","",
"Nigeria","NGA","Secondary education, pupils (% female)","SE.SEC.ENRL.FE.ZS","","","","","","","","","","","32.04801","32.0134","32.33025","34.45374","","","","32.20578","34.38638","33.59508","31.47035","33.42375","35.03507","28.91219","25.55539","","41.20038","43.18041","","43.38156","42.87794","","","","","","","","","46.76645","44.88451","44.64388","42.46736","","43.63225","44.61305","44.15374","42.75243","44.69478","45.72097","45.83992","45.23625","46.85996","46.81369","46.33311","46.9195","46.57444","","","","","","","","",
"Nigeria","NGA","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.UP.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.5699996948242","","","","","","","","","","49.1991691589355","","48.2776718139648","50.6444091796875","","51.9024810791016","","","58.6059417724609",
"Nigeria","NGA","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.PO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.829999923706","","","","","","","","","","10.6647733126762","","","13.0292633327273","","","37.8123433153204","40.3712865029028","",
"Nigeria","NGA","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4640197753906","26.3816108703613","","36.1968116760254","","","","","","","44.2288589477539","","","","","","","","","","","","","","",
"Nigeria","NGA","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.5837898254395","35.9521713256836","","","","35.3792381286621","35.045711517334","34.8441696166992","32.3568000793457","38.8613395690918","37.9379386901855","38.1161613464355","","","","","","","","","","","","","24.3187007904053","",
"Nigeria","NGA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4284941","4141145","","","","4418511","4479248","4522116","4778606","5628678","5676764","5843903","","","","","","","","","","","","","4683208","",
"Nigeria","NGA","Adjusted net enrollment rate, primary (% of primary school age children)","SE.PRM.TENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.11272","66.17986","","","","67.924","68.36617","68.82653","71.66882","64.89473","65.9868","65.98292","","","","","","","","","","","","","","",
"Nigeria","NGA","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.0836563110352","38.3552703857422","38.9690017700195","40.6285400390625","","","","61.0053333512681","","","","","","","","63.7461720465252","","","","","","",
"Nigeria","NGA","Repeaters, primary, female (% of female enrollment)","SE.PRM.REPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.8883972167969","","","","","80.8107299804688","81.9627304077148","60.3217506408691","61.9919281005859","89.815559387207","72.3962173461914","","","","","","","","","","","","","","","",
"Nigeria","NGA","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.57582","30.57581","","","","30.57581","30.57581","30.57581","16.23158","16.23158","16.23159","16.23159","","","","","","","","","","","","","","",
"Nigeria","NGA","Net intake rate in grade 1, male (% of official school-age population)","SE.PRM.NINT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.07012","65.08852","","","","66.39932","66.85314","67.3432","70.31079","63.39998","64.34126","64.13783","","","","","","","","","","","","","","",
"Nigeria","NGA","School enrollment, primary, male (% gross)","SE.PRM.ENRR.MA","","","","","","","","","","","53.524600982666","56.3242492675781","61.0046806335449","61.9436492919922","","","58.8746604919434","68.881721496582","86.1382522583008","101.535133361816","106.317817687988","114.148780822754","124.908317565918","125.356758117676","123.689498901367","114.382789611816","99.1449508666992","94.7870712280273","93.5016021728516","87.0017395019531","93.5703506469727","91.6543579101562","96.0020523071289","101.717361450195","101.360076904297","95.9850006103516","83.1345520019531","","","101.609062194824","105.684997558594","101.420738220215","102.712440490723","103.55061340332","104.258911132812","104.524421691895","104.019477844238","93.6964263916016","84.1160583496094","84.8964996337891","83.8958892822266","87.9294967651367","87.4044570922852","89.3520538727843","85.1517103747409","25.2945143785275","81.5754928588867","","82.9864832656023","","84.8612254141144","84.1922825702379","","90.9297409057617","",
"Nigeria","NGA","Primary education, pupils (% female)","SE.PRM.ENRL.FE.ZS","","","","","","","","","","","36.96422","38.3998","39.08572","39.9701","","","40.16555","42.57629","43.35364","43.14787","43.49364","43.70019","43.38831","42.97777","43.03524","44.02033","44.28917","44.38541","42.41325","44.99404","43.19442","43.80504","44.1182","43.72752","44.06524","44.54369","45.29037","","","43.82962","43.93096","44.41843","44.38571","44.56645","44.73376","44.88431","45.35844","45.98803","46.13584","46.34568","46.66385","47.30454","48.36981","48.36981","48.62336","","47.49777","","","","","","","","",
"Nigeria","NGA","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)","SE.PRM.CUAT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.0400009155273","","","","","","","","","","74.6749877929688","","69.5215911865234","76.7611083984375","","73.5159912109375","","","81.2482070922852",
"Nigeria","NGA","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.0028228759766","","","","68.7869415283203","71.4777374267578","76.1808090209961","67.4654693603516","60.4519195556641","64.8064422607422","65.5177993774414","","","","","","","","","","","","","","",
"Nigeria","NGA","Trained teachers in preprimary education, female (% of female teachers)","SE.PRE.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Pupil-teacher ratio, preprimary","SE.PRE.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.90915","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Primary school age children out-of-school (%)","SE.LPV.PRIM.SD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold","SE.LPV.PRIM.LD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","School enrollment, secondary (gross), gender parity index (GPI)","SE.ENR.SECO.FM.ZS","","","","","","","","","","","0.474229991436005","0.473619997501373","0.481009989976883","0.530009984970093","","","","0.482820004224777","0.53372997045517","0.516099989414215","0.468919992446899","0.512650012969971","0.550320029258728","0.414770007133484","0.349999994039536","","0.716409981250763","0.778069972991943","","0.786700010299683","0.771619975566864","","","","","","","","","0.906710028648376","0.840560019016266","0.832449972629547","0.761690020561218","","0.798389971256256","0.83076000213623","0.815559983253479","0.770380020141602","0.833750009536743","0.869170010089874","0.873589992523193","0.852959990501404","0.911069989204407","0.909910023212433","0.893069982528687","0.915030002593994","0.903169989585876","","0.951550006866455","","","","","","",
"Nigeria","NGA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.4500007629395","","","","","","","","","","","","54.7700004577637","","","70.1999969482422","","","","","","","","","","58.2200012207031","","","","","63.1599998474121","","","70.4100036621094",
"Nigeria","NGA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.3600006103516","","","","","","","","","","","","78.129997253418","","","83.120002746582","","78.5","","","","","86.17","","","78.4300003051758","","","88.1255017771483","","77.7799987792969","","","81.3099975585938",
